"index","book_id","book_title","publication_info","author","num_ratings","num_reviews","average_rating","publication_date"
4917,149170,"The Italian Secretary","First published ","Caleb Carr",5594,646,"3.23","2005-01-01"
4918,149196,"Eva Luna","First published ","Isabel Allende",53161,2369,"4.00","1987-01-01"
4919,149197,"The Science of Mind","First published ","Ernest Shurtleff Holmes",2423,104,"4.35","1938-01-01"
4920,149267,"The Stand","First published ","Stephen King",763943,29766,"4.35","1990-01-01"
4921,149302,"Silverthorn","First published ","Raymond E. Feist",63978,1151,"4.11","1985-05-07"
4922,149344,"Mrs. Pollifax Unveiled","First published ","Dorothy Gilman",4515,319,"4.07","2000-02-01"
4923,149359,"Chicago Loop","First published ","Paul Theroux",494,44,"2.91","1990-01-01"
4924,149416,"Outcast","First published ","Rosemary Sutcliff",881,97,"3.98","1955-01-01"
4925,149572,"The Odessa File","First published ","Frederick Forsyth",60205,1016,"4.14","1972-09-01"
4926,149610,"Night Without End","First published ","Alistair MacLean",4334,219,"3.86","1959-01-01"
4927,149612,"Fear is the Key","First published ","Alistair MacLean",4526,152,"3.95","1961-01-01"
4928,149621,"Ice Station Zebra","First published ","Alistair MacLean",19176,424,"4.01","1963-04-01"
4929,149667,"HMS Ulysses","First published ","Alistair MacLean",7456,406,"4.07","1955-01-01"
4930,149712,"Mary Anne","First published ","Daphne du Maurier",2586,306,"3.43","1954-01-01"
4931,150037,"The Vile Village","First published ","Lemony Snicket",142998,3885,"3.97","2001-04-24"
4932,150221,"Selected Poems","First published ","John Ashbery",1361,41,"4.20","1967-01-01"
4933,150236,"The Dream Songs","First published ","John Berryman",6727,195,"4.19","1969-01-01"
4934,150241,"His Toy, His Dream, His Rest","First published ","John Berryman",69,3,"4.38","1968-01-01"
4935,150251,"Plainwater: Essays and Poetry","First published ","Anne Carson",3167,309,"4.27","1995-01-01"
4936,150252,"The Beauty of the Husband: A Fictional Essay in 29 Tangos","First published ","Anne Carson",6709,969,"4.23","2001-02-06"
4937,150253,"If Not, Winter: Fragments of Sappho","First published ","Sappho",17990,2193,"4.44","0551-01-01"
4938,150549,"Collected Short Stories: Volume 1","First published ","W. Somerset Maugham",2220,129,"4.34","1951-01-01"
4939,150720,"Proof","First published ","David Auburn",19344,559,"4.00","2000-01-01"
4940,150723,"Rabbit-Proof Fence","First published ","Doris Pilkington",7588,835,"3.69","1996-01-01"
4941,150739,"Dealing with Dragons","First published ","Patricia C. Wrede",90908,4335,"4.16","1990-09-18"
4942,151082,"Freedom Road","First published ","Howard Fast",437,61,"4.14","1944-01-01"
4943,151233,"Weimar Culture: The Outsider as Insider","First published ","Peter Gay",951,68,"3.74","1968-01-01"
4944,151242,"Titus Alone","First published ","Mervyn Peake",5583,434,"3.45","1959-01-01"
4945,151370,"Many Waters","First published ","Madeleine L'Engle",47989,1983,"3.96","1986-01-01"
4946,151374,"So Long a Letter","First published ","Mariama Bâ",10436,993,"3.97","1980-01-01"
4947,151464,"Selected Poems","First published ","Zbigniew Herbert",207,15,"4.41","1977-01-01"
4948,151691,"Cosmic Connection: An Extraterrestrial Perspective","First published ","Carl Sagan",2038,117,"4.25","1973-01-01"
4949,151723,"The Skystone","First published ","Jack Whyte",10030,569,"4.19","1992-01-01"
4950,152052,"They Shoot Horses, Don't They?","First published ","Horace McCoy",10099,1036,"3.86","1935-01-01"
4951,152057,"All Men Are Mortal","First published ","Simone de Beauvoir",6287,611,"4.12","1946-12-17"
4953,152435,"Steps to an Ecology of Mind: Collected Essays in Anthropology, Psychiatry, Evolution, and Epistemology","First published ","Gregory Bateson",1398,98,"4.26","1972-01-01"
4955,152662,"What's Eating Gilbert Grape","First published ","Peter Hedges",16693,775,"4.10","1991-09-01"
4956,152809,"An Episode in the Life of a Landscape Painter","First published ","César Aira",3792,439,"3.88","2000-01-01"
4957,152893,"Death and the Penguin","First published ","Andrey Kurkov",17561,1908,"3.80","1996-06-01"
4958,153007,"Kushiel's Scion","First published ","Jacqueline Carey",21888,710,"4.22","2006-06-12"
4959,153008,"Kushiel's Dart","First published ","Jacqueline Carey",80393,5012,"4.02","2001-06-23"
4960,153025,"Heart-Shaped Box","First published ","Joe Hill",137618,10898,"3.84","2007-02-13"
4961,153219,"Into the Dark Lands","First published ","Michelle Sagara West",1785,118,"3.59","1991-01-01"
4962,153224,"Children of the Blood","First published ","Michelle Sagara West",859,29,"3.80","1992-01-01"
4963,153426,"The Passion According to G.H.","First published ","Clarice Lispector",12507,1831,"4.14","1964-01-01"
4964,153479,"The Quest for Christa T.","First published ","Christa Wolf",1125,106,"3.70","1968-01-01"
4965,153482,"Cassandra","First published ","Christa Wolf",5775,622,"3.87","1983-01-01"
4966,153492,"The 39 Steps","First published ","John Buchan",41380,3467,"3.60","1915-01-01"
4967,153496,"Leo Africanus","First published ","Amin Maalouf",14707,1325,"4.21","1986-01-01"
4968,153540,"The Little House","First published ","Virginia Lee Burton",41417,1422,"4.30","1942-01-01"
4969,153542,"Mike Mulligan and His Steam Shovel","First published ","Virginia Lee Burton",53017,749,"4.21","1938-09-09"
4970,153568,"Evening Clouds","First published ","Junzo Shono",53,9,"3.74","1964-01-01"
4971,153612,"Seven Types of Ambiguity","First published ","Elliot Perlman",5063,576,"4.01","2003-01-01"
4972,153747,"Moby-Dick or, The Whale","First published ","Herman Melville",563199,22993,"3.55","1851-10-18"
4973,153774,"The Soccer War","First published ","Ryszard Kapuściński",4114,293,"4.18","1969-01-01"
4974,153779,"Bloodhound","First published ","Tamora Pierce",38598,1293,"4.28","2009-04-14"
4975,153781,"Magic Steps","First published ","Tamora Pierce",23803,527,"4.04","2000-03-01"
4976,153782,"Shatterglass","First published ","Tamora Pierce",23378,380,"4.21","2003-03-01"
4977,153783,"The Will of the Empress","First published ","Tamora Pierce",21684,616,"4.20","2005-10-01"
4978,153784,"First Test","First published ","Tamora Pierce",61026,1766,"4.24","1999-06-07"
4979,153785,"Page","First published ","Tamora Pierce",49770,976,"4.25","2000-05-23"
4980,153789,"Protector of the Small","First published ","Tamora Pierce",10224,124,"4.54","2004-11-01"
4981,153792,"Cold Fire","First published ","Tamora Pierce",22342,360,"4.10","2002-04-01"
4982,153795,"Squire","First published ","Tamora Pierce",53152,1041,"4.30","2001-05-22"
4983,153797,"The Immortals","First published ","Tamora Pierce",8151,99,"4.59","2003-09-23"
4984,153800,"Lady Knight","First published ","Tamora Pierce",53398,1115,"4.32","2002-08-27"
4985,153814,"And Never Said a Word","First published ","Heinrich Böll",1965,184,"3.81","1953-01-01"
4986,154091,"Mona Lisa Overdrive","First published ","William Gibson",44258,1246,"4.01","1988-06-01"
4987,154126,"The Discovery of India","First published ","Jawaharlal Nehru",8199,430,"4.08","1946-01-01"
4988,154141,"Introduction to Objectivist Epistemology","First published ","Ayn Rand",1854,88,"4.02","1979-01-01"
4989,154392,"The Town and the City","First published ","Jack Kerouac",3713,236,"3.91","1950-01-01"
4990,154424,"Consent to Kill","First published ","Vince Flynn",49633,1284,"4.40","2005-10-11"
4991,154487,"The Death of Ahasuerus","First published ","Pär Lagerkvist",464,37,"3.59","1960-01-01"
4992,154798,"Superman: Red Son","First published ","Mark Millar",58057,2473,"4.17","2003-01-01"
4993,155370,"Double Identity","First published ","Margaret Peterson Haddix",16548,1512,"4.01","2005-10-01"
4994,155421,"Something from the Nightside","First published ","Simon R. Green",24953,1547,"3.77","2003-01-01"
4995,155540,"The Stone of Laughter","First published ","Hoda Barakat",389,64,"3.43","1990-01-01"
4996,155641,"Notable American Women","First published ","Ben Marcus",1076,136,"3.83","2002-03-19"
4997,155712,"Mrs. Mike","First published ","Benedict Freedman",19575,2380,"4.15","1947-01-01"
4998,155840,"A Field Guide to the Birds of Eastern and Central North America","First published ","Roger Tory Peterson Institute",1838,69,"4.43","1980-01-01"
4999,155977,"The Conqueror Worms","First published ","Brian Keene",4388,303,"3.89","2005-09-01"
5000,156152,"Tales of Mystery and Imagination","First published ","Edgar Allan Poe",9893,633,"4.10","1842-01-01"
5001,156171,"Mandie and the Secret Tunnel","First published ","Lois Gladys Leppard",5063,311,"4.00","1983-04-01"
5002,156188,"Omensetter's Luck","First published ","William H. Gass",2180,273,"4.00","1966-01-01"
5003,156192,"The Universal Baseball Association, Inc., J. Henry Waugh, Prop.","First published ","Robert Coover",2366,280,"3.83","1968-06-01"
5004,156198,"The Public Burning","First published ","Robert Coover",1370,145,"4.02","1977-01-01"
5006,156378,"The Elephant Man","First published ","Christine Sparks",1787,93,"3.97","1980-01-01"
5007,156380,"The True History of the Elephant Man: The Definitive Account of the Tragic and Extraordinary Life of Joseph Carey Merrick","First published ","Peter Ford",974,105,"3.84","1980-01-01"
5008,156392,"Winter in the Blood","First published ","James Welch",4117,434,"3.83","1974-01-01"
5009,156427,"Psycho","First published ","Robert Bloch",68384,4044,"4.12","1959-04-10"
5010,156492,"Sing the Four Quarters","First published ","Tanya Huff",5532,189,"3.87","1994-12-01"
5011,156534,"Y: The Last Man, Vol. 1: Unmanned","First published ","Brian K. Vaughan",116165,3391,"4.08","2003-01-02"
5012,156538,"North and South","First published ","Elizabeth Gaskell",170593,10258,"4.15","1855-01-01"
5013,156570,"Midnight in Ruby Bayou","First published ","Elizabeth Lowell",4260,118,"4.03","2000-06-01"
5014,156723,"Counter-Clock World","First published ","Philip K. Dick",4867,377,"3.55","1967-02-01"
5015,156724,"The Collected Stories of Philip K. Dick 4: The Minority Report","First published ","Philip K. Dick",10070,317,"4.18","1987-05-01"
5016,156785,"Diaspora","First published ","Greg Egan",9680,860,"4.11","1997-09-01"
5017,156787,"Teranesia","First published ","Greg Egan",1383,102,"3.50","1999-08-01"
5018,157055,"Once Upon a Marigold","First published ","Jean Ferris",24709,1685,"4.01","2002-10-01"
5019,157076,"The Most Dangerous Game","First published ","Richard Connell",54746,2449,"3.94","1924-01-19"
5020,157409,"Dream Story","First published ","Arthur Schnitzler",16979,1280,"3.76","1926-01-01"
5021,157927,"Gorilla, My Love","First published ","Toni Cade Bambara",2217,161,"4.11","1972-01-01"
5022,157985,"Shahnameh: The Persian Book of Kings","First published ","Abolqasem Ferdowsi",5156,452,"4.51","1010-01-01"
5023,157993,"The Little Prince","First published ","Antoine de Saint-Exupéry",2124408,68649,"4.32","1943-04-06"
5024,158119,"If You Could See Me Now","First published ","Cecelia Ahern",42249,2543,"3.87","2005-11-21"
5025,158141,"Wiseguy","First published ","Nicholas Pileggi",18805,1041,"4.23","1985-01-01"
5026,158218,"The Pendragon Legend","First published ","Antal Szerb",2793,185,"3.98","1934-01-01"
5027,158416,"Immortal Wife","First published ","Irving Stone",583,48,"3.95","1944-01-01"
5028,158420,"Alcoholics Anonymous","First published ","Alcoholics Anonymous",10714,606,"4.49","1939-04-10"
5029,158446,"Captain Blood","First published ","Rafael Sabatini",16649,1136,"4.18","1922-01-01"
5030,158516,"The Twelve Chairs","First published ","Ilya Ilf",23235,681,"4.40","1928-01-01"
5031,158770,"Three Kingdoms","First published ","Luo Guanzhong",5674,483,"4.37","1522-01-01"
5032,158771,"Romance of the Three Kingdoms, Vol. 1 of 2","First published ","Luo Guanzhong",2156,173,"4.29","1360-01-01"
5033,158952,"Eve's Daughters","First published ","Lynn Austin",6774,624,"4.45","1999-01-01"
5034,159097,"Free Fall","First published ","William Golding",1324,138,"3.66","1959-01-01"
5035,159177,"Love and War","First published ","John Jakes",18288,370,"4.14","1984-01-01"
5036,159178,"North and South","First published ","John Jakes",61208,1021,"4.20","1982-01-01"
5037,159582,"The Yearling","First published ","Marjorie Kinnan Rawlings",29055,1414,"4.02","1938-01-01"
5038,159831,"Queen of This Realm","First published ","Jean Plaidy",1855,104,"3.99","1984-01-01"
5039,159832,"In the Shadow of the Crown","First published ","Jean Plaidy",1587,71,"3.92","1989-01-01"
5040,159964,"The Dhammapada","First published ","Anonymous",28598,1292,"4.27","0401-01-01"
5041,160098,"Pledged - Secret Life Of Sororities","First published ","Alexandra Robbins",8806,875,"3.22","2004-04-14"
5042,160149,"The Call of Cthulhu and Other Weird Stories","First published ","H.P. Lovecraft",50442,2498,"4.13","1926-01-01"
5043,160251,"Ordinary People","First published ","Judith Guest",21717,1350,"3.93","1976-07-19"
5044,160458,"Pokemon Graphic Novel, Vol. 1: The Electric Tale Of Pikachu!","First published ","Toshihiro Ono",1576,39,"4.39","1999-09-01"
5045,160629,"A Bear Called Paddington","First published ","Michael Bond",82889,2110,"4.23","1958-10-13"
5046,160859,"Shadow Moon","First published ","George Lucas",2258,211,"3.27","1995-09-01"
5047,161000,"Greenmantle","First published ","John Buchan",4783,470,"3.74","1916-01-01"
5048,161037,"Lanark","First published ","Alasdair Gray",6894,628,"4.10","1981-01-01"
5049,161099,"Good Night, Mr. Tom","First published ","Michelle Magorian",49639,2740,"4.31","1981-01-01"
5050,161121,"My Own Country: A Doctor's Story","First published ","Abraham   Verghese",12044,972,"4.22","1994-01-01"
5051,161171,"Shakespeare: An Oxford Guide","First published ","Stanley Wells",38,8,"4.29","2003-01-01"
5052,161402,"Three Lives","First published ","Gertrude Stein",4279,455,"3.07","1909-01-01"
5053,161426,"How I Live Now","First published ","Meg Rosoff",45372,5122,"3.58","2004-08-24"
5054,161656,"The Tail of Emily Windsnap","First published ","Liz Kessler",27034,2374,"3.93","2003-01-01"
5055,161657,"Emily Windsnap and the Castle in the Mist","First published ","Liz Kessler",10110,422,"4.05","2006-09-21"
5056,161744,"Common Sense","First published ","Thomas Paine",36378,2225,"3.99","1776-01-01"
5057,161806,"A Spectacle of Corruption","First published ","David Liss",4594,239,"3.95","2004-01-01"
5058,161846,"The Midwich Cuckoos","First published ","John Wyndham",25822,1875,"3.91","1957-01-01"
5059,161849,"Chocky","First published ","John Wyndham",10856,915,"3.86","1968-01-01"
5060,161887,"East","First published ","Edith Pattou",44515,3292,"4.15","2003-09-01"
5061,162085,"Pretty Little Liars","First published ","Sara Shepard",204371,10862,"3.85","2006-10-03"
5062,162086,"Such a Pretty Girl","First published ","Laura Wiess",16660,1385,"3.87","2007-01-02"
5063,162089,"Flawless","First published ","Sara Shepard",83168,4212,"3.89","2007-03-27"
5064,162332,"The Sailor Who Fell from Grace with the Sea","First published ","Yukio Mishima",41434,4141,"3.85","1963-09-01"
5065,162612,"Extinction","First published ","Thomas Bernhard",2891,308,"4.31","1986-01-01"
5067,162823,"The Case-Book of Sherlock Holmes","First published ","Arthur Conan Doyle",27385,1411,"4.13","1927-06-16"
5068,162898,"A Connecticut Yankee in King Arthur's Court","First published ","Mark Twain",103711,3939,"3.77","1889-01-01"
5069,163014,"Ka: Stories of the Mind and Gods of India","First published ","Roberto Calasso",953,94,"4.14","1996-09-01"
5070,163165,"The Patience of the Spider","First published ","Andrea Camilleri",6348,419,"4.04","2004-01-01"
5071,163196,"Conquest: Sexual Violence and American Indian Genocide","First published ","Andrea Lee Smith",1354,95,"4.33","2005-05-01"
5072,163363,"All But My Life","First published ","Gerda Weissmann Klein",21118,1316,"4.32","1959-01-01"
5073,163460,"Peaches","First published ","Jodi Lynn Anderson",13047,917,"3.64","2005-06-01"
5074,163716,"The Complete Fairy Tales","First published ","Oscar Wilde",11760,418,"4.32","1891-01-01"
5075,163919,"Full Tilt","First published ","Neal Shusterman",9010,998,"3.88","2003-01-11"
5076,163977,"Tortilla Flat","First published ","John Steinbeck",56207,3436,"3.83","1935-01-01"
5077,164006,"Memoirs of a Dutiful Daughter","First published ","Simone de Beauvoir",15895,1217,"4.12","1958-01-01"
5078,164154,"A Canticle for Leibowitz","First published ","Walter M. Miller Jr.",109981,6397,"3.98","1959-10-01"
5079,164531,"The Railway Children","First published ","E. Nesbit",60223,2515,"4.02","1906-01-01"
5080,164718,"Slawter","First published ","Darren Shan",14965,546,"4.17","2006-01-01"
5081,164719,"Lord Loss","First published ","Darren Shan",23492,1581,"4.24","2005-01-01"
5082,164723,"Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR","First published ","American Psychiatric Association",12058,240,"3.90","1952-01-01"
5083,164726,"Vampire Blood Trilogy","First published ","Darren Shan",5400,326,"4.18","2003-01-01"
5084,164814,"The Rice Mother","First published ","Rani Manicka",7310,746,"4.16","2002-01-01"
5085,165030,"Anybody Out There?","First published ","Marian Keyes",63823,1921,"3.93","2006-05-09"
5086,165035,"The Emigrants","First published ","Vilhelm Moberg",8287,529,"4.20","1949-01-01"
5087,165446,"Ride the Wind","First published ","Lucia St. Clair Robson",5988,592,"4.39","1982-01-01"
5088,165908,"Eye in the Sky","First published ","Philip K. Dick",6319,429,"3.75","1957-01-01"
5089,165919,"In Milton Lumky Territory","First published ","Philip K. Dick",843,94,"3.43","1985-06-01"
5090,166190,"Computer Networks","First published ","Andrew S. Tanenbaum",2336,111,"4.12","1981-01-01"
5091,166562,"Between a Rock and a Hard Place","First published ","Aron Ralston",22370,2020,"3.84","2004-08-31"
5092,166580,"The Sandman: The Dream Hunters","First published ","Neil Gaiman",20863,838,"4.41","1999-01-01"
5093,166997,"Stoner","First published ","John  Williams",168581,19932,"4.33","1965-01-01"
5094,167389,"The Black Heralds (Lannan Literary Selections)","First published ","César Vallejo",1116,79,"4.20","1918-08-31"
5095,167425,"Trilce","First published ","César Vallejo",1322,101,"4.28","1922-06-01"
5096,167844,"Across Realtime","First published ","Vernor Vinge",2395,79,"4.15","1986-11-01"
5097,168436,"Tarzan of the Apes, Three Complete Novels: Tarzan of the Apes / The Son of Tarzan / Tarzan at the Earth's Core","First published ","Edgar Rice Burroughs",178,8,"3.98","1998-05-19"
5098,168499,"A Season in Hell","First published ","Arthur Rimbaud",5628,526,"4.07","1873-01-01"
5099,168525,"The Mabinogion Tetralogy","First published ","Evangeline Walton",1189,100,"4.22","2002-01-01"
5100,168642,"In Cold Blood","First published ","Truman Capote",662745,24034,"4.09","1959-01-01"
5101,168668,"Catch-22","First published ","Joseph Heller",833366,23660,"3.99","1961-11-10"
5102,168696,"In Desert and Wilderness","First published ","Henryk Sienkiewicz",10809,684,"3.34","1911-01-01"
5103,168712,"The Journal of William Thomas Emerson: A Revolutionary War Patriot, Boston, Massachusetts, 1774","First published ","Barry Denenberg",693,54,"3.63","1998-01-01"
5104,169354,"The Prize: The Epic Quest for Oil, Money, and Power","First published ","Daniel Yergin",11038,957,"4.43","1991-01-15"
5105,169437,"Botchan","First published ","Natsume Sōseki",13362,1702,"3.64","1906-01-01"
5106,169524,"Twenty Thousand Streets Under the Sky","First published ","Patrick Hamilton",1824,183,"4.26","1935-01-01"
5107,169649,"Daughter of Persia: A Woman's Journey from Her Father's Harem Through the Islamic Revolution","First published ","Sattareh Farman Farmaian",1840,243,"4.12","1992-01-01"
5108,169708,"Bushwhacked: Life in George W. Bush's America","First published ","Molly Ivins",2788,105,"4.04","2003-01-01"
5109,169718,"Babbitt","First published ","Sinclair Lewis",23668,1601,"3.69","1922-01-01"
5110,169751,"The Virginian","First published ","Owen Wister",9215,1060,"3.91","1902-01-01"
5111,169756,"Feed","First published ","M.T. Anderson",64336,7516,"3.55","2002-09-23"
5112,169794,"State of the Union","First published ","Douglas Kennedy",3048,250,"3.81","2005-11-22"
5113,169864,"Ten Stupid Things Couples Do to Mess Up Their Relationships","First published ","Laura Schlessinger",871,84,"3.59","2001-01-01"
5114,169871,"Talking to Dragons","First published ","Patricia C. Wrede",36160,940,"4.19","1985-09-01"
5115,169879,"Calling on Dragons","First published ","Patricia C. Wrede",42941,984,"4.18","1993-03-01"
5116,169959,"The King's Buccaneer","First published ","Raymond E. Feist",24751,308,"4.07","1992-10-18"
5117,170165,"Seth Speaks: The Eternal Validity of the Soul","First published ","Jane Roberts",9176,288,"4.19","1972-01-01"
5118,170210,"Dead as a Doornail","First published ","Charlaine Harris",217935,4456,"4.01","2005-05-01"
5120,170548,"Don't Sweat the Small Stuff ... and It's All Small Stuff: Simple Ways to Keep the Little Things From Taking Over Your Life","First published ","Richard Carlson",93292,2657,"4.00","1997-12-16"
5121,170619,"All Around the Town","First published ","Mary Higgins Clark",28165,896,"3.98","1989-06-01"
5122,170622,"Weep No More, My Lady","First published ","Mary Higgins Clark",15919,486,"3.86","1987-01-01"
5123,170650,"Loves Music, Loves to Dance","First published ","Mary Higgins Clark",29270,1018,"3.94","1991-05-15"
5124,170908,"Love and Garbage","First published ","Ivan Klíma",1463,250,"3.66","1986-01-01"
5125,171020,"A Mango-Shaped Space","First published ","Wendy Mass",34537,3266,"4.21","2005-10-19"
5126,171087,"The Sea of Fertility","First published ","Yukio Mishima",571,40,"4.46","1970-01-01"
5127,171102,"The Birth House","First published ","Ami McKay",44115,3039,"4.03","2006-02-14"
5128,171201,"Wit","First published ","Margaret Edson",16588,817,"4.14","1995-01-01"
5129,171327,"Rosario Tijeras","First published ","Jorge Franco",3793,415,"3.84","1998-11-30"
5130,171547,"Songs of Innocence and of Experience","First published ","William Blake",49081,1447,"4.09","1794-01-01"
5131,171624,"The Ipcress File","First published ","Len Deighton",16946,452,"3.93","1962-01-01"
5132,171625,"Bomber","First published ","Len Deighton",3052,202,"4.19","1970-01-01"
5133,171970,"Alamut","First published ","Vladimir Bartol",12024,1097,"4.31","1938-01-01"
5134,172228,"A Brief Life","First published ","Juan Carlos Onetti",1012,123,"3.80","1950-01-01"
5135,172327,"The Ersatz Elevator","First published ","Lemony Snicket",148161,4593,"4.05","2001-02-20"
5136,172366,"The Library of Babel","First published ","Jorge Luis Borges",9141,680,"4.36","1941-01-01"
5137,172732,"The Motorcycle Diaries: Notes on a Latin American Journey","First published ","Ernesto Che Guevara",40764,2483,"3.79","1992-05-17"
5138,172764,"Full Moon Rising","First published ","Keri Arthur",33953,1468,"3.89","2006-01-31"
5139,172944,"Devil's Waltz","First published ","Jonathan Kellerman",11820,340,"3.96","1993-12-16"
5140,173233,"An Irish Country Doctor","First published ","Patrick Taylor",19294,2773,"3.90","2004-01-01"
5141,173258,"In the Wake of the Plague: The Black Death and the World It Made","First published ","Norman F. Cantor",5226,609,"3.42","2001-01-01"
5142,173454,"The Divine Conspiracy: Rediscovering Our Hidden Life in God","First published ","Dallas Willard",14504,823,"4.21","1998-03-24"
5143,173526,"The Ragamuffin Gospel","First published ","Brennan Manning",38224,1699,"4.19","1990-12-01"
5144,173673,"A Course in Miracles: Combined Volume - Volume I : Text, Volume II: Workbook for Students, Volume III: Manual for Teachers","First published ","Foundation for Inner Peace",32350,696,"4.19","1976-01-01"
5145,174354,"Over the Edge of the World: Magellan's Terrifying Circumnavigation of the Globe","First published ","Laurence Bergreen",16874,1282,"4.17","2003-10-14"
5146,174374,"You Can't Win","First published ","Jack   Black",4378,481,"4.33","1926-01-01"
5147,174442,"House of Glass","First published ","Pramoedya Ananta Toer",4104,341,"4.34","1988-01-01"
5148,174465,"Il cavaliere inesistente","First published ","Italo Calvino",21627,950,"3.83","1959-11-30"
5149,174703,"What to Expect When You're Expecting","First published ","Heidi Murkoff",56910,3375,"3.80","1969-02-15"
5150,174834,"The Cost of Discipleship","First published ","Dietrich Bonhoeffer",45029,1664,"4.30","1937-01-01"
5151,175004,"Eagle Strike","First published ","Anthony Horowitz",52920,1521,"4.12","2003-04-07"
5152,175078,"The Seven Storey Mountain","First published ","Thomas Merton",19376,1392,"4.07","1948-01-01"
5153,175113,"The Return of the Prodigal Son: A Story of Homecoming","First published ","Henri J.M. Nouwen",23228,1621,"4.37","1991-01-01"
5154,175242,"Every Dead Thing","First published ","John Connolly",30405,2173,"3.96","1999-05-11"
5155,175510,"My Utmost for His Highest","First published ","Oswald Chambers",80230,1061,"4.38","1926-11-30"
5156,175515,"The Fall of the House of Usher and Other Writings","First published ","Edgar Allan Poe",3627,190,"4.15","1967-01-01"
5157,175516,"The Fall of the House of Usher","First published ","Edgar Allan Poe",71417,3798,"3.88","1839-01-01"
5158,175545,"Memed, My Hawk","First published ","Yaşar Kemal",10714,584,"4.48","1955-01-01"
5159,175655,"The Alleged ""Nanking Massacre"": Japan's Rebuttal to China's Forged Claims","First published ","Takemoto Tadao",3,2,"4.67","2000-11-01"
5160,175671,"Oathbreakers","First published ","Mercedes Lackey",15850,200,"4.19","1989-01-03"
5161,175675,"Ragtime","First published ","E.L. Doctorow",43869,3048,"3.89","1975-06-12"
5162,175707,"Nehru: The Making of India","First published ","M.J. Akbar",118,13,"4.13","1989-04-14"
5163,175828,"Iron Lake","First published ","William Kent Krueger",44548,4020,"3.97","1998-08-01"
5164,175829,"The Living Great Lakes: Searching for the Heart of the Inland Seas","First published ","Jerry Dennis",1568,235,"4.22","2003-01-01"
5165,175983,"Memories of Ice","First published ","Steven Erikson",58876,2627,"4.46","2001-12-06"
5166,175986,"Nicholas on Vacation","First published ","René Goscinny",5191,203,"4.20","1961-01-01"
5167,176326,"The Problem Child","First published ","Michael Buckley",21097,788,"4.29","2006-04-01"
5168,176327,"The Fairy-Tale Detectives","First published ","Michael Buckley",54865,3837,"4.04","2005-08-01"
5169,176334,"Dark Sister","First published ","Graham Joyce",1239,105,"3.70","1992-11-01"
5170,176521,"The Book of Night with Moon","First published ","Diane Duane",2195,162,"4.07","1997-01-01"
5171,176544,"Spock's World","First published ","Diane Duane",3388,260,"4.07","1988-09-01"
5172,176577,"The Secret Bedroom","First published ","R.L. Stine",2795,178,"3.67","1991-09-01"
5173,176604,"The Face","First published ","R.L. Stine",1896,90,"3.74","1996-02-01"
5174,176711,"Wraeththu","First published ","Storm Constantine",2660,182,"3.94","1993-10-15"
5175,176796,"The Black Swan","First published ","Mercedes Lackey",8672,272,"3.86","1999-05-01"
5176,176797,"The Oathbound","First published ","Mercedes Lackey",14836,365,"4.10","1988-07-05"
5177,176827,"Brightly Burning","First published ","Mercedes Lackey",10608,262,"4.10","2000-01-01"
5178,176839,"One True Thing","First published ","Anna Quindlen",39157,1495,"4.04","1994-08-30"
5179,176964,"The Slaves of Solitude","First published ","Patrick Hamilton",2652,340,"4.08","1947-01-01"
5180,177076,"The Meaning of Night","First published ","Michael Cox",9368,1152,"3.72","2006-09-17"
5181,177187,"102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers","First published ","Jim Dwyer",11089,1314,"4.29","2005-01-04"
5182,177246,"Room on the Broom","First published ","Julia Donaldson",23304,1428,"4.45","2001-08-27"
5184,177250,"The Mirror of Her Dreams","First published ","Stephen R. Donaldson",13815,460,"3.93","1986-09-12"
5185,177434,"A Time of Exile","First published ","Katharine Kerr",7146,91,"4.02","1991-05-01"
5186,177515,"The Ice Queen","First published ","Alice Hoffman",20804,2081,"3.57","2005-04-04"
5187,177928,"Acorna: The Unicorn Girl","First published ","Anne McCaffrey",10733,274,"3.71","1997-07-01"
5188,178155,"The Thirteenth Pearl","First published ","Carolyn Keene",4621,119,"3.89","1979-01-01"
5189,178189,"Tropic of Night","First published ","Michael Gruber",2027,257,"3.86","2003-01-01"
5190,178460,"Slave: My True Story","First published ","Mende Nazer",9942,659,"4.27","2002-01-01"
5191,178476,"Slave to Sensation","First published ","Nalini Singh",74652,5029,"4.09","2006-09-05"
5192,178565,"Excellent Women","First published ","Barbara Pym",17717,2549,"3.92","1952-01-01"
5193,178578,"The Real George Washington","First published ","Jay A. Parry",1951,185,"4.35","1991-12-01"
5194,178788,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss, and Long-term Health","First published ","T. Colin Campbell",29966,3016,"4.23","2004-12-11"
5195,178796,"The Good Women of China: Hidden Voices","First published ","Xinran",12120,1456,"4.31","2002-10-02"
5196,178911,"Annabel Lee","First published ","Edgar Allan Poe",10509,626,"4.32","1849-10-09"
5197,179033,"The Chronicles of Thomas Covenant, the Unbeliever","First published ","Stephen R. Donaldson",15240,360,"3.81","1977-01-01"
5198,179064,"The Goose Girl","First published ","Shannon Hale",143720,11021,"4.14","2003-08-04"
5199,179142,"All My Sons","First published ","Arthur Miller",27994,1165,"3.90","1947-01-01"
